Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
3716-BDVDB,Male,62,No,0,San Diego,92130,32.957195,-117.202542,0,1,Offer E,Yes,38.66,No,Yes,Fiber Optic,18.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.1,69.1,0.0,0,38.66,107.76,Churned,Competitor,Competitor made better offer
3744-ZRRDZ,Male,25,No,0,Torrance,90501,33.833699,-118.314387,0,21,Offer D,Yes,12.76,Yes,Yes,Fiber Optic,48.0,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,82.35,1852.85,0.0,0,267.96,2120.81,Churned,Dissatisfaction,Network reliability
3746-EUBYR,Male,63,Yes,0,Fallbrook,92028,33.362575,-117.299644,1,1,Offer E,Yes,44.73,Yes,Yes,Fiber Optic,3.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.6,74.6,0.0,0,44.73,119.33,Churned,Competitor,Competitor made better offer
3763-GCZHZ,Male,23,Yes,0,Hathaway Pines,95233,38.184914,-120.364085,1,66,Offer A,Yes,20.07,Yes,Yes,Fiber Optic,85.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.05,6890.0,0.0,0,1324.62,8214.62,Churned,Competitor,Competitor offered more data
3765-JXVKY,Female,23,No,0,Paynes Creek,96075,40.343213,-121.815412,0,1,Offer E,Yes,44.11,No,Yes,Fiber Optic,69.0,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.7,74.7,0.0,0,44.11,118.81,Churned,Competitor,Competitor offered more data
3768-NLUBH,Male,73,Yes,0,Torrance,90503,33.840399,-118.353714,1,57,Offer B,Yes,42.1,Yes,Yes,Fiber Optic,3.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,100.6,5746.15,0.0,0,2399.7,8145.85,Churned,Dissatisfaction,Network reliability
3804-RVTGV,Male,55,Yes,0,Mountain View,94043,37.419725,-122.062947,6,50,Offer B,Yes,42.21,Yes,Yes,Fiber Optic,14.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.85,5017.9,0.0,0,2110.5,7128.4,Churned,Price,Price too high
3834-XUIFC,Male,23,No,0,Long Beach,90814,33.771612,-118.143866,0,7,Offer E,Yes,18.83,Yes,Yes,Fiber Optic,26.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.2,602.55,0.0,0,131.81,734.36,Churned,Attitude,Attitude of support person
3838-OZURD,Male,28,Yes,0,Somes Bar,95568,41.444606,-123.471895,0,66,Offer A,Yes,7.28,Yes,Yes,Fiber Optic,51.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,105.0,7133.25,0.0,0,480.48,7613.73,Churned,Competitor,Competitor had better devices
3842-IYKUE,Female,28,No,0,San Leandro,94579,37.687264,-122.15728,0,35,Offer C,Yes,45.14,Yes,Yes,Fiber Optic,41.0,No,Yes,No,Yes,No,No,Yes,No,Month-to-Month,No,Credit Card,85.3,2917.5,23.89,130,1579.9,4603.51,Churned,Competitor,Competitor offered more data
3870-MQAMG,Female,21,Yes,0,Camp Nelson,93208,36.057458,-118.591951,1,54,Offer B,Yes,2.18,Yes,Yes,Fiber Optic,71.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,110.35,5893.15,0.0,0,117.72,6010.87,Churned,Competitor,Competitor had better devices
3874-EQOEP,Male,32,No,4,Long Beach,90804,33.783047,-118.1486,0,7,Offer E,Yes,20.52,Yes,Yes,Cable,28.0,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Credit Card,95.0,655.5,36.6,10,143.64,772.54,Churned,Competitor,Competitor had better devices
3926-CUQZX,Male,27,No,0,Campo,91906,32.673483,-116.472863,0,1,Offer E,Yes,11.06,No,Yes,DSL,58.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,45.1,45.1,0.0,0,11.06,56.16,Churned,Other,Don't know
3927-NLNRY,Male,48,Yes,0,Long Barn,95335,38.109125,-120.078597,1,53,Offer B,Yes,15.77,No,Yes,Fiber Optic,9.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.25,4867.95,0.0,0,835.81,5703.76,Churned,Other,Moved
3934-HXCFZ,Male,33,Yes,0,Pinecrest,95364,38.224869,-119.755729,1,23,Offer D,Yes,19.2,Yes,Yes,Fiber Optic,7.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.25,2186.4,0.0,0,441.6,2628.0,Churned,Dissatisfaction,Service dissatisfaction
3946-MHCZW,Male,50,No,0,Ontario,91761,34.035602,-117.591528,0,1,Offer E,Yes,6.95,No,Yes,DSL,11.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.9,50.9,0.0,0,6.95,57.85,Churned,Attitude,Attitude of support person
3957-LXOLK,Female,75,No,0,Shingletown,96088,40.497441,-121.827524,0,28,Offer C,Yes,9.67,Yes,Yes,Fiber Optic,28.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.15,3152.5,0.0,0,270.76,3423.26,Churned,Competitor,Competitor offered more data
3982-XWFZQ,Female,30,Yes,0,Denair,95316,37.524721,-120.757977,2,42,Offer B,Yes,10.79,Yes,Yes,Cable,41.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.25,2203.65,28.49,0,453.18,2628.34,Churned,Competitor,Competitor offered more data
3992-YWPKO,Female,55,No,0,Atwater,95301,37.321233,-120.656354,0,6,Offer E,Yes,20.36,Yes,Yes,Fiber Optic,10.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,109.9,669.45,0.0,0,122.16,791.61,Churned,Competitor,Competitor had better devices
4013-TLDHQ,Male,59,No,0,Berkeley,94704,37.871416,-122.246597,0,19,Offer D,Yes,20.26,No,Yes,Fiber Optic,25.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.25,1490.95,0.0,0,384.94,1875.89,Churned,Competitor,Competitor had better devices
4013-UBXWQ,Female,33,No,0,Fallbrook,92028,33.362575,-117.299644,0,7,Offer E,Yes,48.82,Yes,Yes,Cable,19.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.65,521.1,28.35,0,341.74,834.49,Churned,Competitor,Competitor made better offer
4080-OGPJL,Female,53,No,0,San Pedro,90731,33.736387,-118.284363,0,8,Offer E,Yes,48.14,Yes,Yes,DSL,18.0,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,71.15,563.65,0.0,0,385.12,948.77,Churned,Other,Don't know
4086-YQSNZ,Female,74,Yes,0,Glencoe,95232,38.358464,-120.579304,1,3,Offer E,Yes,3.29,No,Yes,Fiber Optic,9.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.4,224.05,0.0,0,9.87,233.92,Churned,Attitude,Attitude of service provider
4088-YLDSU,Male,21,Yes,0,Redwood City,94062,37.410567,-122.297152,1,55,Offer B,Yes,10.61,Yes,Yes,Fiber Optic,76.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.15,5743.05,0.0,0,583.55,6326.6,Churned,Competitor,Competitor had better devices
4110-PFEUZ,Female,54,No,0,Daggett,92327,34.875144,-116.821698,0,1,Offer E,Yes,29.78,No,Yes,Fiber Optic,13.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,69.55,69.55,0.0,0,29.78,99.33,Churned,Competitor,Competitor had better devices
4112-LUEIZ,Male,55,No,0,La Palma,90623,33.850504,-118.039892,0,10,Offer D,Yes,12.78,No,Yes,Fiber Optic,2.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,863.1,0.0,0,127.8,990.9,Churned,Attitude,Attitude of support person
4143-OOBWZ,Male,33,Yes,0,Fresno,93726,36.793601,-119.761131,0,5,Offer E,Yes,25.11,Yes,Yes,Fiber Optic,26.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.3,416.3,0.0,0,125.55,541.85,Churned,Attitude,Attitude of service provider
4145-UQXUQ,Female,71,No,0,Berkeley,94710,37.872902,-122.303708,0,8,Offer E,Yes,42.93,No,Yes,Fiber Optic,9.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,92.1,729.95,0.0,0,343.44,1073.39,Churned,Competitor,Competitor had better devices
4154-AQUGT,Male,76,Yes,0,San Diego,92130,32.957195,-117.202542,1,13,Offer D,Yes,1.47,No,Yes,Fiber Optic,5.0,No,Yes,No,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.05,1169.35,0.0,0,19.11,1188.46,Churned,Competitor,Competitor made better offer
4184-TJFAN,Female,68,Yes,0,Berkeley,94707,37.897753,-122.279391,1,3,Offer E,Yes,25.77,No,Yes,Fiber Optic,2.0,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,88.3,273.75,0.0,0,77.31,351.06,Churned,Attitude,Attitude of support person
4193-ORFCL,Female,80,No,0,North Hollywood,91606,34.187599,-118.387125,0,1,Offer E,Yes,15.24,No,Yes,DSL,14.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.1,45.1,0.0,0,15.24,60.34,Churned,Competitor,Competitor had better devices
4201-JMNGR,Female,66,No,0,Lucerne Valley,92356,34.508417,-116.856103,0,1,Offer E,Yes,26.22,No,Yes,Cable,22.0,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,55.8,55.8,0.0,0,26.22,82.02,Churned,Dissatisfaction,Service dissatisfaction
4208-UFFGW,Male,80,No,0,Byron,94514,37.83323,-121.601461,0,2,Offer E,Yes,26.62,No,Yes,DSL,11.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.95,85.15,0.0,0,53.24,138.39,Churned,Other,Don't know
4210-QFJMF,Female,41,No,0,Fallbrook,92028,33.362575,-117.299644,0,4,Offer E,Yes,36.91,No,Yes,Fiber Optic,23.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.15,317.25,0.0,0,147.64,464.89,Churned,Competitor,Competitor made better offer
4228-ZGYUW,Male,42,No,0,San Francisco,94108,37.791998,-122.408653,0,4,Offer E,Yes,12.24,Yes,Yes,Fiber Optic,11.0,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.05,368.1,0.0,30,48.96,447.06,Churned,Competitor,Competitor offered more data
4237-RLAQD,Male,58,No,0,Callahan,96014,41.388397,-122.794636,0,1,Offer E,Yes,44.75,No,Yes,Cable,12.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.85,45.85,0.0,0,44.75,90.6,Churned,Attitude,Attitude of support person
4248-HCETZ,Male,77,Yes,0,Sacramento,95814,38.584505,-121.491956,1,30,Offer C,Yes,6.23,No,Yes,Fiber Optic,4.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.65,2365.15,0.0,0,186.9,2552.05,Churned,Attitude,Attitude of support person
4248-QPAVC,Female,80,Yes,0,San Diego,92130,32.957195,-117.202542,1,17,Offer D,Yes,36.82,Yes,Yes,Fiber Optic,6.0,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.35,1463.45,0.0,0,625.94,2089.39,Churned,Competitor,Competitor made better offer
4250-FDVOU,Female,44,No,0,Woodland,95695,38.71967,-121.862416,0,6,Offer E,Yes,17.18,No,Yes,DSL,22.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,56.25,389.1,0.0,0,103.08,492.18,Churned,Attitude,Attitude of support person
4250-ZBWLV,Male,24,No,0,Olema,94950,38.052209,-122.775567,0,68,Offer A,Yes,21.74,Yes,Yes,Fiber Optic,73.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,108.45,7176.55,9.68,0,1478.32,8645.19,Churned,Competitor,Competitor offered higher download speeds
4282-YMKNA,Female,55,No,0,Biola,93606,36.798882,-120.019511,0,9,Offer E,Yes,16.48,Yes,Yes,Fiber Optic,12.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.75,706.6,0.0,0,148.32,854.92,Churned,Competitor,Competitor made better offer
4285-GYRQC,Female,63,Yes,0,Newport Beach,92662,33.606336,-117.893042,1,7,Offer E,Yes,44.66,No,Yes,Fiber Optic,26.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.25,587.1,0.0,0,312.62,899.72,Churned,Attitude,Attitude of support person
4289-DTDKW,Male,54,Yes,0,Madera,93637,36.902954,-120.194274,1,40,Offer B,Yes,22.56,Yes,Yes,Cable,4.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.3,4113.1,0.0,0,902.4,5015.5,Churned,Competitor,Competitor had better devices
4307-KTUMW,Male,27,Yes,0,Santa Barbara,93108,34.457541,-119.631072,1,53,Offer B,Yes,31.24,Yes,Yes,Fiber Optic,73.0,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,93.9,5029.2,0.0,0,1655.72,6684.92,Churned,Attitude,Attitude of service provider
4317-VTEOA,Male,61,No,0,Rowland Heights,91748,33.976753,-117.897367,0,1,Offer E,Yes,43.03,No,Yes,DSL,3.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.75,50.75,0.0,0,43.03,93.78,Churned,Competitor,Competitor had better devices
4322-RCYMT,Male,63,Yes,0,San Diego,92122,32.85723,-117.209774,1,68,Offer A,Yes,29.18,Yes,Yes,DSL,18.0,No,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,75.8,5293.95,0.0,90,1984.24,7368.19,Churned,Competitor,Competitor made better offer
4325-NFSKC,Male,68,No,0,Pacific Palisades,90272,34.079449,-118.548306,0,19,Offer D,Yes,28.12,Yes,Yes,Fiber Optic,25.0,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.6,1660.0,0.0,0,534.28,2194.28,Churned,Price,Extra data charges
4349-GFQHK,Male,30,No,0,Mentone,92359,34.103578,-117.04054,0,1,Offer E,Yes,25.39,Yes,Yes,DSL,52.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.35,54.35,0.0,0,25.39,79.74,Churned,Attitude,Attitude of service provider
4361-BKAXE,Female,23,No,0,Boulder Creek,95006,37.171727,-122.142961,0,41,Offer B,Yes,21.56,Yes,Yes,Fiber Optic,59.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,114.5,4527.45,0.0,0,883.96,5411.41,Churned,Competitor,Competitor made better offer
4361-JEIVL,Male,29,No,3,Greenfield,93927,36.248708,-121.386617,0,1,Offer E,Yes,7.14,No,Yes,DSL,52.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.4,44.4,0.0,0,7.14,51.54,Churned,Attitude,Attitude of service provider
4369-HTUIF,Male,73,No,0,Pismo Beach,93449,35.165668,-120.655842,0,6,Offer E,Yes,29.41,No,Yes,Fiber Optic,30.0,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.15,503.6,0.0,0,176.46,680.06,Churned,Attitude,Attitude of service provider
4373-MAVJG,Female,64,Yes,0,San Diego,92117,32.825086,-117.199424,1,14,Offer D,Yes,13.64,Yes,Yes,Fiber Optic,9.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.9,1259.0,0.0,0,190.96,1449.96,Churned,Competitor,Competitor made better offer
4385-GZQXV,Female,68,No,0,Ontario,91764,34.074087,-117.605618,0,16,Offer D,Yes,9.43,No,Yes,Fiber Optic,9.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.45,1511.2,0.0,0,150.88,1662.08,Churned,Competitor,Competitor had better devices
4391-RESHN,Male,49,No,0,Lemon Cove,93244,36.462671,-118.997291,0,23,Offer D,Yes,16.28,Yes,Yes,Fiber Optic,2.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,104.05,2470.1,0.0,0,374.44,2844.54,Churned,Competitor,Competitor had better devices
4398-HSCJH,Female,57,No,0,Los Angeles,90013,34.044639,-118.240413,0,3,Offer E,Yes,3.64,Yes,Yes,DSL,25.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,63.6,155.65,0.0,0,10.92,166.57,Churned,Competitor,Competitor offered higher download speeds
4412-YLTKF,Female,72,No,1,Pico Rivera,90660,33.989524,-118.089299,0,27,Offer C,Yes,3.33,Yes,Yes,Fiber Optic,18.0,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,78.05,2135.5,0.0,10,89.91,2235.41,Churned,Competitor,Competitor had better devices
4423-YLHDV,Female,22,Yes,0,Los Angeles,90059,33.927254,-118.249826,1,21,Offer D,Yes,38.52,Yes,Yes,Fiber Optic,59.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.4,2200.25,0.0,0,808.92,3009.17,Churned,Attitude,Attitude of support person
4433-JCGCG,Male,80,Yes,0,San Diego,92129,32.961064,-117.134917,1,46,Offer B,Yes,5.36,Yes,Yes,Fiber Optic,22.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.0,4680.05,0.0,0,246.56,4926.61,Churned,Competitor,Competitor made better offer
4439-JMPMT,Female,38,Yes,0,Comptche,95427,39.239818,-123.565432,1,5,Offer E,Yes,1.12,No,Yes,Fiber Optic,22.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.75,470.95,44.16,0,5.6,432.39,Churned,Attitude,Attitude of support person
4505-EXZHB,Female,75,No,0,Ducor,93218,35.846067,-119.004073,0,6,Offer E,Yes,8.91,No,Yes,Fiber Optic,27.0,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,74.4,434.1,0.0,20,53.46,507.56,Churned,Competitor,Competitor offered more data
4512-ZUIYL,Female,31,No,0,Sunnyvale,94089,37.421633,-122.009613,0,2,Offer E,Yes,37.76,No,Yes,Fiber Optic,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.0,153.05,0.0,0,75.52,228.57,Churned,Other,Moved
4523-WXCEF,Female,21,Yes,0,San Jose,95129,37.305622,-122.000887,4,59,Offer B,Yes,9.23,Yes,Yes,Fiber Optic,48.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,101.1,6039.9,0.0,0,544.57,6584.47,Churned,Dissatisfaction,Service dissatisfaction
4529-CKBCL,Female,51,No,0,Ventura,93001,34.360261,-119.306383,0,2,Offer E,Yes,49.79,No,Yes,Fiber Optic,22.0,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.2,146.05,0.0,10,99.58,255.63,Churned,Attitude,Attitude of service provider
4547-LYTDD,Female,35,No,0,North Hollywood,91601,34.1692,-118.372498,0,16,Offer D,Yes,46.99,Yes,Yes,Fiber Optic,17.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,72.65,1194.3,0.0,0,751.84,1946.14,Churned,Competitor,Competitor had better devices
4548-SDBKE,Female,26,No,0,San Dimas,91773,34.102119,-117.815532,0,5,Offer E,Yes,34.49,Yes,Yes,Fiber Optic,46.0,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.2,474.8,0.0,0,172.45,647.25,Churned,Attitude,Attitude of service provider
4550-EVXNY,Female,52,No,0,San Francisco,94115,37.786031,-122.437301,0,1,Offer E,Yes,49.24,No,Yes,Fiber Optic,8.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.65,69.65,0.0,0,49.24,118.89,Churned,Competitor,Competitor offered higher download speeds
4554-YGZIH,Male,75,Yes,0,Summerland,93067,34.420998,-119.60137,3,49,Offer B,Yes,22.92,Yes,Yes,Fiber Optic,14.0,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,90.05,4547.25,0.0,0,1123.08,5670.33,Churned,Competitor,Competitor made better offer
4558-FANTW,Female,30,Yes,0,Fair Oaks,95628,38.652065,-121.25441,1,17,Offer D,Yes,41.95,No,Yes,Fiber Optic,51.0,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,91.85,1574.45,0.0,0,713.15,2287.6,Churned,Price,Lack of affordable download/upload speed
4566-QVRRW,Female,41,Yes,0,Witter Springs,95493,39.222323,-122.985488,1,11,Offer D,Yes,24.83,No,Yes,DSL,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.05,483.7,0.0,0,273.13,756.83,Churned,Competitor,Competitor had better devices
4581-SSPWD,Female,63,No,0,Mountain View,94040,37.380662,-122.086022,0,3,Offer E,Yes,5.2,Yes,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.8,246.3,0.0,10,15.6,271.9,Churned,Competitor,Competitor had better devices
4587-NUKOX,Female,60,No,0,Walnut,91789,34.018354,-117.85492,0,3,Offer E,Yes,32.43,No,Yes,Fiber Optic,2.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.1,246.5,0.0,0,97.29,343.79,Churned,Attitude,Attitude of support person
4587-VVTOX,Female,23,Yes,0,Frazier Park,93222,34.907911,-119.234281,1,6,Offer E,Yes,27.44,Yes,Yes,Fiber Optic,58.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.3,545.2,0.0,0,164.64,709.84,Churned,Competitor,Competitor offered more data
4598-XLKNJ,Female,78,Yes,1,Inglewood,90303,33.936291,-118.332639,1,25,Offer C,Yes,19.76,No,Yes,Fiber Optic,12.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.5,2514.5,13.43,0,494.0,2995.07,Churned,Dissatisfaction,Limited range of services
4603-JANFB,Male,51,No,0,Glencoe,95232,38.358464,-120.579304,0,1,Offer E,Yes,12.13,No,Yes,Fiber Optic,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.85,69.85,0.0,0,12.13,81.98,Churned,Competitor,Competitor had better devices
4640-UHDOS,Female,60,Yes,0,Phelan,92371,34.441123,-117.537886,3,13,Offer D,Yes,19.05,No,Yes,DSL,27.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,55.95,734.35,0.0,0,247.65,982.0,Churned,Competitor,Competitor had better devices
4659-NZRUF,Female,64,No,0,Oakland,94609,37.834341,-122.26437,0,19,Offer D,Yes,32.87,Yes,Yes,Fiber Optic,17.0,Yes,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.15,1789.25,0.0,120,624.53,2533.78,Churned,Price,Long distance charges
4701-MLJPN,Male,60,No,0,Fresno,93702,36.739385,-119.753649,0,31,Offer C,Yes,1.53,No,Yes,DSL,6.0,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,55.25,1715.65,0.0,10,47.43,1773.08,Churned,Attitude,Attitude of support person
4702-IOQDC,Female,58,No,0,Gustine,95322,37.147198,-121.120161,0,1,Offer E,Yes,46.17,No,Yes,Fiber Optic,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.1,70.1,0.0,0,46.17,116.27,Churned,Competitor,Competitor offered higher download speeds
4713-LZDRV,Female,80,No,0,Malibu,90263,34.037037,-118.705803,0,2,Offer E,Yes,31.91,No,Yes,Cable,30.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.6,195.05,0.0,0,63.82,258.87,Churned,Price,Long distance charges
4759-TRPLW,Male,40,No,0,Long Beach,90822,33.778436,-118.118648,0,1,Offer E,Yes,29.63,No,Yes,Fiber Optic,15.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.4,70.4,0.0,0,29.63,100.03,Churned,Competitor,Competitor had better devices
4765-OXPPD,Female,20,Yes,0,Ventura,93003,34.279221,-119.221437,1,9,Offer E,Yes,6.35,No,Yes,Cable,69.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,65.0,663.05,0.0,0,57.15,720.2,Churned,Competitor,Competitor offered more data
4789-KWMXN,Male,42,Yes,0,Tuolumne,95379,37.939768,-120.188002,1,47,Offer B,Yes,19.02,Yes,Yes,Fiber Optic,17.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,110.85,5275.8,4.93,0,893.94,6164.81,Churned,Price,Price too high
4791-QRGMF,Male,33,Yes,0,Miranda,95553,40.210895,-123.86,1,59,Offer B,Yes,10.76,Yes,Yes,Fiber Optic,5.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.5,5961.1,0.0,0,634.84,6595.94,Churned,Competitor,Competitor offered more data
4795-KTRTH,Female,68,Yes,0,San Diego,92122,32.85723,-117.209774,1,5,Offer E,Yes,47.28,Yes,Yes,Fiber Optic,11.0,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,81.0,371.65,40.64,10,236.4,577.41,Churned,Competitor,Competitor made better offer
4797-AXPXK,Female,64,No,2,Lompoc,93436,34.601055,-120.382917,0,1,Offer E,Yes,43.48,No,Yes,DSL,16.0,Yes,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,60.0,60.0,0.0,10,43.48,113.48,Churned,Attitude,Attitude of service provider
4800-CZMPC,Female,24,Yes,0,Delano,93215,35.772244,-119.209689,1,48,Offer B,Yes,6.36,Yes,Yes,Fiber Optic,47.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,103.25,5037.55,0.0,0,305.28,5342.83,Churned,Attitude,Attitude of service provider
4803-AXVYP,Female,75,No,0,Butte City,95920,39.449794,-121.936372,0,38,Offer C,Yes,47.39,Yes,Yes,Fiber Optic,2.0,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.55,3734.25,0.0,0,1800.82,5535.07,Churned,Dissatisfaction,Service dissatisfaction
